0,12.462257380108785
1,13.393514678541507
2,12.362462235269579
3,12.768385817306957
4,14.389301207426971
5,16.354361844278696
6,22.666620669128633
7,24.176601777066693
8,24.74099926011267
9,31.787129837526344
10,30.116005753250413
11,32.06993924031251
12,29.55478176070101
13,30.94259584448011
14,31.724698409489328
15,33.11343599348412
16,36.80271409509735
17,32.849532943366974
18,33.11421467952958
19,36.61635535320376
20,49.44689470465714
21,61.05992008140779
22,45.96810029798746
23,56.49338365963316
24,44.65309786029877
25,59.35983076224461
26,77.43257791413296
27,96.81417902115693
28,118.79926253180881
29,173.22150575867857
