0,15.284081213642757
1,16.834301341325663
2,15.758287055674552
3,18.34083973098633
4,15.645620269392666
5,16.260878581207436
6,19.510394021570036
7,22.88880083840467
8,28.91311843910352
9,30.339130216658532
10,33.65147078859043
11,30.995627373687878
12,40.576391777718385
13,35.131918542214585
14,35.81145676531185
15,37.8934464200248
16,43.53151895315682
17,39.040217147613035
18,62.87534644268442
19,52.40977947999225
20,102.73230526077475
21,69.50232901950363
22,73.7977374792535
23,80.5307247315713
24,90.63663322688382
25,105.38641402658709
26,229.61209614423524
27,266.8069470590051
28,156.1279553737897
29,192.7694061856816
