1,0.0025718533890136857
2,0.0028022708494562557
3,0.003108060501191769
4,0.0031552079861437376
5,0.0033935370338900226
6,0.003718086684645068
7,0.003869555608085103
8,0.025025840336814917
9,0.004329412453774844
10,0.03966283844509358
11,0.005212264002711033
12,0.004916767029199788
13,0.04416962053010505
14,0.06490626910195137
15,0.07043291903062035
16,0.07245476517106454
17,0.08714615176635404
18,0.006340503360700066
19,0.09853331342280576
20,0.11057046490954878
21,0.11779635650952945
22,0.1726650082173584
23,0.1911786045084173
24,0.20103747168545563
25,0.21566404490563734
26,0.21876763408600988
27,0.2151306589567634
28,0.3455094007776327
29,0.3570642976457439
30,0.3507597591793612
