1,0.0012104389907012555
2,0.0015173170641050629
3,0.0019800137230532354
4,0.002438930020273722
5,0.0025199581264373867
6,0.0025963540156130013
7,0.0026919061876012266
8,0.0028801069990000297
9,0.0032735428578278577
10,0.0036974133264543606
11,0.0035830553693782193
12,0.003323997869940348
13,0.003445945143142294
14,0.00384554440558741
15,0.003900359943747568
16,0.004240525184852346
17,0.004633780370479059
18,0.004653126034938196
19,0.00433048123077439
20,0.004799825816297236
21,0.004578692682087618
22,0.005284537291415155
23,0.004904592106753608
24,0.005094767922480967
25,0.00516892670864002
26,0.008965275737276871
27,0.009224886143121846
28,0.0121895226629799
29,0.007733184749370993
30,0.021395610001155554
