1,0.002636338438392767
2,0.0032083835907773498
3,0.00329581209316589
4,0.0024109790884845467
5,0.0034925127647896636
6,0.0038767670721394786
7,0.004302438056503985
8,0.003669352856274886
9,0.03301570906161621
10,0.0401066672892173
11,0.0453335113030318
12,0.1291657928756365
13,0.06736856340042333
14,0.0653001181236654
15,0.005657744187695088
16,0.07369759742249826
17,0.07747885608399185
18,0.1066078718310746
19,0.12852088231609826
20,0.109458093670845
21,0.20739415942445893
22,0.16377971874225108
23,0.18276642894566134
24,0.20127589412775226
25,0.21404095945237217
26,0.3559843544937284
27,0.3559494023444808
28,0.20576131222419522
29,0.21799946088597486
30,0.21676840716302495
